192.168.64.4 - - [24/Feb/2024:14:04:03 +0000] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "92.223.85.70"
192.168.64.4 - - [24/Feb/2024:14:06:55 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "192.168.1.69"
192.168.64.4 - - [24/Feb/2024:14:06:55 +0000] "GET /favicon.ico HTTP/1.0" 404 555 "http://192.168.1.131/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "192.168.1.69"
192.168.64.4 - - [24/Feb/2024:14:09:28 +0000] "GET / HTTP/1.0" 200 1268 "-" "Linux Gnu (cow)" "190.211.255.106"
192.168.64.4 - - [24/Feb/2024:14:09:49 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.6; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.1444.88 Safari/537.36" "123.60.68.42"
192.168.64.4 - - [24/Feb/2024:14:13:37 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.81.0" "79.116.153.223"
192.168.64.4 - - [24/Feb/2024:14:13:45 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.81.0" "79.116.153.223"
192.168.64.4 - - [24/Feb/2024:14:14:05 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.64.4 - - [24/Feb/2024:14:14:14 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.64.4 - - [24/Feb/2024:14:15:28 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.64.4 - - [24/Feb/2024:14:18:45 +0000] "GET /.env HTTP/1.0" 404 153 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0" "94.156.68.250"
192.168.64.4 - - [24/Feb/2024:14:18:45 +0000] "GET /wp-content/ HTTP/1.0" 404 153 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0" "94.156.68.250"
192.168.64.4 - - [24/Feb/2024:14:25:25 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.80.2 - - [24/Feb/2024:14:29:56 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7ad-imcjapan-syosyaman-xkgi3lqg03!wgz" "159.203.118.28"
192.168.80.2 - - [24/Feb/2024:14:30:01 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.96.3 - - [24/Feb/2024:14:50:12 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "192.168.1.69"
192.168.96.3 - - [24/Feb/2024:14:50:19 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "192.168.1.69"
192.168.112.2 - - [24/Feb/2024:14:54:34 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "80.94.92.52"
192.168.112.2 - - [24/Feb/2024:15:00:08 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.159.128.68"
192.168.144.4 - - [24/Feb/2024:15:08:50 +0000] "GET / HTTP/1.0" 200 1268 "-" "curl/7.83.1" "79.116.153.223"
192.168.144.4 - - [24/Feb/2024:15:12:44 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "80.94.92.52"
192.168.144.4 - - [24/Feb/2024:16:16:09 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 zgrab/0.x" "45.79.163.53"
192.168.144.4 - - [24/Feb/2024:16:16:24 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.33.80.243"
192.168.144.4 - - [24/Feb/2024:17:05:05 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.128.68.127"
192.168.144.4 - - [24/Feb/2024:17:46:00 +0000] "GET / HTTP/1.0" 200 1268 "-" "-" "31.220.3.140"
192.168.144.4 - - [24/Feb/2024:17:52:11 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:11 +0000] "GET /wp-includes/ID3/license.txt HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:11 +0000] "GET /feed/ HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:12 +0000] "GET /xmlrpc.php?rsd HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:13 +0000] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:13 +0000] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:14 +0000] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:14 +0000] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:15 +0000] "GET /2020/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:15 +0000] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:16 +0000] "GET /2021/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:16 +0000] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:17 +0000] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:17 +0000] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:18 +0000] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:17:52:18 +0000] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "172.104.41.253"
192.168.144.4 - - [24/Feb/2024:18:00:04 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.155.152.154"
192.168.144.4 - - [24/Feb/2024:18:09:22 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "89.104.110.130"
192.168.144.4 - - [24/Feb/2024:18:09:23 +0000] "GET /favicon.ico HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "176.53.219.75"
192.168.144.4 - - [24/Feb/2024:18:20:29 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0" "45.83.66.121"
192.168.144.4 - - [24/Feb/2024:18:20:29 +0000] "GET /favicon.ico HTTP/1.0" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0" "45.83.64.102"
192.168.144.4 - - [24/Feb/2024:18:38:02 +0000] "GET /.env HTTP/1.0" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "78.153.140.177"
192.168.144.4 - - [24/Feb/2024:18:47:04 +0000] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "83.97.73.245"
192.168.144.4 - - [24/Feb/2024:18:59:24 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "180.110.203.108"
192.168.144.4 - afiiskc [24/Feb/2024:19:02:43 +0000] "GET /manager/html HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.9 Safari/537.36" "195.140.227.163"
192.168.144.4 - - [24/Feb/2024:19:22:37 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1" "91.117.237.206"
192.168.144.4 - - [24/Feb/2024:19:22:38 +0000] "GET /favicon.ico HTTP/1.0" 404 153 "http://enriqueav.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1" "91.117.237.206"
192.168.144.4 - - [24/Feb/2024:20:03:49 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:82.0) Gecko/20100101 Firefox/82.0" "168.235.94.138"
192.168.144.4 - - [24/Feb/2024:20:05:41 +0000] "GET / HTTP/1.0" 200 1268 "-" "-" "199.45.155.16"
192.168.144.4 - - [24/Feb/2024:20:05:45 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "199.45.155.16"
192.168.144.4 - - [24/Feb/2024:20:05:47 +0000] "GET /favicon.ico HTTP/1.0" 404 153 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "199.45.155.16"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /xmlrpc.php?rsd HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:34 +0000] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /2020/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:30:35 +0000] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36" "84.247.116.197"
192.168.144.4 - - [24/Feb/2024:20:45:29 +0000] "GET / HTTP/1.0" 200 1268 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.76 Safari/537.36" "52.185.184.128"
192.168.144.4 - - [24/Feb/2024:20:51:53 +0000] "GET /actuator/gateway/routes HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "83.97.73.245"
192.168.144.4 - - [24/Feb/2024:20:54:59 +0000] "GET /3ds.php HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "176.53.216.12"
192.168.144.4 - - [24/Feb/2024:20:54:59 +0000] "GET /favicon.ico HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "89.104.100.30"
192.168.144.4 - - [24/Feb/2024:20:55:01 +0000] "GET /merchant/code HTTP/1.0" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "89.104.101.88"
